customer_id,name,email,phone,address,loyalty_points,discount,insole,mailing_list,gender,shoe_size,credit_card,preferred_category
9e4a1b7a-f417-4947-ba39-10cd9e3b67ab,Eric Hicks,irobles@example.com,816-898-7131,"14185 Mia Stream Apt. 898
Gregoryborough, CT 04313",497,None,False,False,Female,9.0,Visa,neutral
8a6e8a94-dc05-498b-9fac-043773acb3c1,Mary Nelson,cherylhill@example.net,001-371-232-8893x1814,"843 Erik Parkway Suite 851
Garciaville, IA 25039",413,None,False,False,Male,10.5,Visa,neutral
7d4b16c2-88ae-4de0-a6b5-54c44a3f5afd,Michael Mckay,sward@example.com,582.608.3996x62057,"7444 Veronica Drive
Justinview, TX 99338",168,Doctor Referral,False,False,Female,9.0,Visa,stability
eb342eef-8fce-4594-b090-da16054cfe1e,Jason Lopez,margaretlee@example.com,001-954-996-2865x64324,"0304 Dustin Passage
West Michelle, VT 55674",292,None,False,False,Female,9.0,Visa,neutral
6014725a-16cd-48ce-b3e9-81992518a72c,Ryan Mcbride,mjohnston@example.com,556.403.3397x82113,"48676 Michael Hill
Lake Amyfort, WY 40568",436,None,False,False,Male,10.5,Visa,neutral
b6571136-6134-4c5a-bdb7-1402bf7c4361,Lance Clark,lisamiller@example.net,829.380.9030,"6509 Walter Harbor Apt. 261
South Tanya, OR 31824",77,None,False,False,Male,10.5,Visa,neutral
0891ecc0-dc91-4ce6-8311-65dd03b5a990,Mrs. Kathleen Johnson DVM,timothy10@example.net,(965)710-6654x970,"50210 Joseph Wall Suite 103
Huntstad, KY 36681",453,None,False,False,Male,10.5,Visa,neutral
a4f368c9-e70e-401a-9479-2b162887a35a,William Nguyen,fcannon@example.net,403-605-2536,"715 Hill Coves Apt. 452
South Lisa, KY 97645",29,Medical Personnel,False,False,Female,9.0,MasterCard,stability
f7ac70f1-12e5-40d0-bc8a-79c7e84ba443,Scott Rich,jason41@example.org,749-910-2236x9422,"USS Brown
FPO AE 26987",336,Medical Personnel,False,False,Female,9.0,MasterCard,stability
320749e8-1eec-4410-8842-d8cf13b7474c,Seth Roberts,andrewpark@example.org,344.891.1013x2809,"274 Rebecca Loop Apt. 256
Lake Jenniferview, NY 02094",264,None,False,False,Female,9.0,Visa,neutral
d8d0ccdd-b09a-4270-a1fc-d8e0bc8bca7c,Anthony Martin,taylor38@example.org,(293)558-7993x2645,"8121 Alexa Loaf
Lake Melissashire, ND 00793",52,None,False,False,Male,10.5,Visa,neutral
d270c175-06b9-4c1f-803a-0f636a6896a6,Christopher Adams,joshua01@example.net,(617)371-0296x71839,"960 Baldwin Shoals Apt. 046
Garyland, DC 68611",178,None,False,False,Male,10.5,Visa,neutral
3e18b9e1-b77c-4a6c-9806-f26225463c64,Howard Washington,tortega@example.com,8568964790,"41749 Valerie Mountains
East Lisa, MP 57852",341,None,False,False,Male,10.5,Visa,neutral
1fa10951-0216-43d5-9ff1-44566d250bcc,Evan Villanueva,jason68@example.com,5005817574,"909 Odonnell Circles Apt. 743
Michaelfort, ID 71261",16,None,False,False,Male,10.5,Visa,neutral
528c7f37-7f79-416d-9195-5750fb08ecfb,Joshua Lee,michellethompson@example.net,001-346-601-4140,"PSC 0724, Box 1706
APO AA 38605",465,None,False,False,Female,9.0,Visa,neutral
b29abfb3-89fe-4f01-a5ee-3572efd26fa9,Nicole Diaz,michelle60@example.com,881-344-6770x9039,"10052 Christina Streets
Lake Michelle, NE 92007",283,Medical Personnel,True,False,Male,10.5,MasterCard,stability
6c45b955-4d30-4167-af95-07dfca47728c,Samantha Wilson,boydanthony@example.net,624-720-3172,"67256 Kevin Square
West Andrea, ID 87534",410,None,False,False,Female,9.0,Visa,neutral
e01690f7-476d-4602-b991-cd2b95ff7b31,Steven Torres,jeffrey65@example.org,+1-839-218-3115x2222,"8437 Hopkins Manors Apt. 299
Kyleview, WA 83163",459,Student-Athlete,False,False,Female,9.0,Visa,neutral
416d238b-05a2-48a3-8d79-82bf4b22a1af,Brent Jackson,davidlong@example.com,368.503.8055,"11242 Reyes Springs
Alexandraburgh, FL 76853",16,Medical Personnel,False,False,Male,10.5,MasterCard,stability
31404eab-b254-42c3-a9d0-d262caa9053d,Parker Carrus,holson@example.org,(947)498-5440x5837,"6982 Hunter Dale Apt. 700
East Mariaburgh, NJ 81337",499,Student-Athlete,False,False,Male,10.5,Visa,neutral
568e500f-7c41-4ee0-9c8d-f33c5db36d33,Rodney Webster,torreslori@example.com,(635)874-2641x06137,"697 Church Cape
New Sean, MP 35354",130,None,False,False,Female,9.0,Visa,neutral
30b54b7c-f7c9-47c5-8637-3b2a20d42498,Michelle Wang,deannaallen@example.org,764.311.4922,"7206 Mallory Ferry Apt. 918
Port Maryhaven, OK 80035",263,None,False,False,Female,9.0,Visa,neutral
117d8a1d-ab95-418d-bed1-b50375025921,Robert Bailey,nsmith@example.org,001-330-678-4889x19834,"0066 Mitchell Neck Apt. 618
Breannabury, ID 33280",23,None,False,False,Female,9.0,Visa,neutral
4d031d5f-5e65-45e9-b829-0529a6135175,Christina Finley,qsmith@example.com,629-384-8971x72530,"199 Jones Way
Christianfort, WA 47694",430,Student-Athlete,False,False,Male,10.5,Visa,neutral
18dadcae-7859-4118-b195-fbbe0d1f4a70,Travis Chaney,mwright@example.com,+1-336-531-6955x931,"344 Richard Lock
Port Kristymouth, NE 23650",232,Military,False,False,Male,10.5,Cash,neutral
9d93b298-ce9a-47da-9596-a06df02a9a2c,Mary Vaughn,karensmith@example.org,648-789-1231x9373,"22473 Amber Freeway
Ryanfurt, GA 51652",438,Medical Personnel,False,False,Female,9.0,MasterCard,stability
8cbd4b5a-19c5-4777-afca-6b4e290f148b,Kathy Ali,rhodesmiguel@example.org,001-350-950-4383x18493,"7923 Smith Landing
Greenmouth, MI 65088",423,None,False,False,Male,10.5,Visa,neutral
3b239821-8543-48c8-abb8-1fac68bcae6b,Michael Lopez,carterraymond@example.org,928.260.1844,"USS Duke
FPO AP 64565",479,None,True,False,Female,9.0,Visa,neutral
a80c5987-5a58-4526-bb7d-482d55e293c7,Rebecca Hunter,gcharles@example.net,8519349998,"PSC 5706, Box 8216
APO AA 23913",86,None,False,False,Female,9.0,Visa,neutral
57e787ce-7710-485c-9110-9e35b9ceaa55,Michele Thomas,davidjames@example.org,746.327.4737,"9116 Richard Trail Apt. 442
North Heatherburgh, MO 54007",36,None,False,True,Female,9.0,Visa,neutral
764be4aa-0337-45ab-ac29-11a7938063b9,Mario Smith,youngbrian@example.org,(683)636-3848x7854,"Unit 4866 Box 8039
DPO AA 62899",0,None,False,False,Male,10.5,Visa,neutral
311b94f2-8c80-4928-9ea6-8cac09ba7d45,Belinda Cooper,nicolecohen@example.net,001-813-784-6219x40094,"462 Michael Path Apt. 662
Perezbury, DE 63970",453,None,True,True,Female,9.0,Visa,neutral
02633a17-08b7-484d-8b0f-cbd542fe3926,Heather Bryan,watsonrobin@example.net,771-919-7567x41922,"6502 Laura Place
North Richard, UT 51659",267,None,False,False,Male,10.5,Visa,neutral
7417fb51-6b8c-4c7c-acb4-28c92bebc697,Susan Powell,andrew57@example.net,943.481.4184,"5005 Wood Club
Codyberg, MO 89333",51,None,True,False,Male,10.5,Visa,neutral
870fceef-18be-4830-b728-b3144bb4f76d,Ruben Santiago,kreeves@example.com,001-787-900-8784x319,"857 Vang Burg
Gabrielberg, DE 57774",188,None,True,False,Female,9.0,Visa,neutral
d30789d0-5a6d-45f9-9e9d-df8243183bda,Troy Cole,russodustin@example.org,+1-411-272-3209,"90192 Banks Groves Suite 840
East Kyle, KY 20914",462,Medical Personnel,False,False,Female,9.0,MasterCard,stability
22cdbe1e-e3e0-468e-90e8-83c18a9eaad2,Steve Spencer,forddalton@example.net,+1-442-535-3363,"22194 Curtis Prairie
Spencerland, WA 34033",263,None,False,False,Male,10.5,Visa,neutral
1b430086-535b-493f-8281-3c51e719048a,Barbara Jones,laurensalazar@example.net,001-735-732-3857,"Unit 9335 Box 5548
DPO AA 32376",72,None,False,False,Male,10.5,Visa,neutral
34700a4a-ec73-4931-9916-04a09000eeeb,Jeffrey Torres,whunter@example.com,767.987.7650x8951,"588 Christina Shoal Suite 659
Evanstad, AK 40258",380,None,False,False,Female,9.0,Visa,neutral
e85c4abd-27c6-40dd-8ede-ca47c830f069,Jason Tran,robertroberts@example.com,+1-917-752-9114x8930,"0354 Ross Shoal
New Emily, NV 10445",229,None,True,True,Female,9.0,Visa,neutral
4cfd1041-8bdb-407c-8eb9-3bc005df8627,Caitlin Beck,dfrank@example.net,927.925.8454,"56033 Gomez Locks
Elizabethton, AZ 00943",283,None,False,False,Male,10.5,Visa,neutral
2e6d12aa-400d-4a97-a202-b417b444ff9d,Danielle Thomas,linda97@example.com,(837)247-9119x60246,"156 Brooks Plains Suite 056
Hutchinsonberg, ID 95503",442,None,False,False,Female,9.0,Visa,neutral
994f4495-39eb-401b-a337-541dd980bb87,Kristen Aguilar,sheila45@example.net,(528)879-0127x08600,"0132 Laurie Squares Apt. 299
Morganborough, SC 03474",234,None,True,True,Female,9.0,Visa,neutral
b519a170-38b4-4a3e-8710-803edec541ea,Debra Bell,kcardenas@example.com,404-417-2770x906,"1534 Dyer Well Suite 368
Taraport, LA 46149",106,Student-Athlete,False,False,Female,9.0,Visa,neutral
e6bdcbf7-2fc5-475e-be4f-cf6f2107aab7,Jimmy Smith,erodgers@example.com,617-300-9562x9575,"45308 Rodriguez Causeway
West Cody, AZ 41981",241,None,False,False,Male,10.5,Visa,neutral
2f010c2d-544a-4412-9c87-eb482458977f,Kyle Taylor,alishabailey@example.org,+1-844-326-0134,"675 Jamie Route Apt. 604
New Paul, AZ 53897",394,None,True,False,Male,10.5,Visa,neutral
1e3049cf-83b5-4fb8-a4be-6c7cd1236e0b,Maria Brooks,samuelwoodard@example.com,001-796-841-8316x2371,"733 Heather Place Apt. 248
Davisstad, PR 15875",87,None,False,False,Female,9.0,Visa,neutral
168273cb-bbff-4b35-94d5-58629c3c9c70,Juan Thompson,kgibson@example.com,8822049037,"7224 Jennifer Stravenue
East Robertabury, LA 64746",18,Student-Athlete,False,False,Female,9.0,Visa,neutral
32a32458-8840-4776-b5bc-e784cb12f323,Tonya Burton,jenniferwolf@example.org,6989089201,"6563 Matthew Meadow
New Richardport, ID 38010",331,Doctor Referral,False,False,Male,10.5,Visa,stability
382bfe8c-d47b-447a-bf6b-87e452f454f4,Joshua Burton,sbanks@example.org,985.936.3255x493,"8858 Thomas Square Suite 987
West Gregland, AS 58477",307,None,True,False,Female,9.0,Visa,neutral
7f7c9bcb-01b0-4d25-8c4c-85a0275972e0,Paul Gilbert,kara38@example.net,(203)939-8819x45075,"6539 Henderson Motorway Apt. 461
Johnsonburgh, MA 02728",428,None,False,False,Female,9.0,Visa,neutral
0b282508-9c73-4fcc-b171-99b1381c8bc6,Michael Kelly,youngrobert@example.net,517-218-3577x138,"025 James Knolls Suite 775
South Dennismouth, NH 80648",17,None,False,False,Male,10.5,Visa,neutral
33361e19-f247-4627-ad49-a4df66b52856,Jacqueline Chan,vbarber@example.net,449-752-1961,"291 Brian Ville
Kingland, UT 66795",61,None,False,False,Male,10.5,Visa,neutral
b110abdd-fe07-4bb7-acec-7566e6940b85,Christopher Bray,flynnronald@example.org,3363898072,"PSC 5448, Box 0106
APO AA 38622",310,None,False,False,Female,9.0,Visa,neutral
aa6944d8-771d-42f5-8a1e-4316f94c8c4b,James Hatfield,svasquez@example.net,+1-447-957-5168x20157,"00921 Daniel Mountain
Stevenfort, MD 48994",183,None,False,True,Female,9.0,Visa,neutral
17fc39d0-8938-4a3e-972a-4984f60b34a0,Brian Holmes,jfitzgerald@example.com,(656)412-7067,"9009 Burke Field Apt. 001
Fryeside, MO 85699",295,None,True,False,Female,9.0,Visa,neutral
30693fe2-6578-43af-a169-98aac47e4931,Kerri Morris,hartcarrie@example.net,(255)960-7641x4906,"5826 Gavin Harbor
Smithstad, KS 75864",66,Military,False,False,Male,10.5,Cash,neutral
93527510-95ae-4f2d-9dd6-e3d3cceaa331,Matthew Smith,robert28@example.org,2367550691,"004 William Crossing
West Benjamin, WI 05673",361,Doctor Referral,False,False,Male,10.5,Visa,stability
0c6075f3-7faf-4462-8714-a37aadcddefe,Garrett Middleton,katherine49@example.org,(986)437-9899,"064 Richard Street
Brookschester, DE 14657",470,None,False,False,Male,10.5,Visa,neutral
84ed1d26-52db-400e-9236-601ce6b36de1,Brittany Cobb,justin11@example.net,+1-400-262-6358,"75854 Perez Alley
Port Saraland, WY 94454",114,None,False,True,Male,10.5,Visa,neutral
24a68857-29be-4fca-b29c-b21ca2b8901a,Ryan Jones,curtis89@example.com,001-946-990-1042x347,"95845 Julia Loaf Suite 307
Jacobsbury, NJ 18687",325,Doctor Referral,False,False,Male,10.5,Visa,stability
100fe1b9-c8c4-4933-9244-a8207923daa0,Susan Callahan,acostastephanie@example.org,356.896.1181x6431,"420 Fitzgerald Valley Suite 821
West Molly, SC 35442",426,Medical Personnel,True,False,Female,9.0,MasterCard,stability
84a496c4-eceb-415d-bf80-c47b92a98aa2,Anthony Payne,katie45@example.org,(835)260-2515,"PSC 7360, Box 3783
APO AE 77966",264,None,False,False,Male,10.5,Visa,neutral
56d21a67-fe9a-4915-82fe-4ee97b0a8538,David Padilla,angelamoore@example.org,207-245-7817x540,"PSC 4996, Box 5611
APO AP 72389",269,Doctor Referral,False,False,Male,10.5,Visa,stability
3f2ab981-45b1-4fa9-af00-d97ff75355b5,Traci Martin,ewilliams@example.net,732-359-2118x95587,"589 Whitney Shore
Waltonport, IN 50606",180,None,True,False,Female,9.0,Visa,neutral
ad4c140d-97ef-42a4-ba96-829571f058b5,George Kramer,jennifersimmons@example.net,(296)302-6417x831,"525 Susan Mills
Wigginshaven, ND 78546",69,None,False,False,Female,9.0,Visa,neutral
4f482ce1-d47b-421e-a018-514a0cf1db4f,Jason Simpson,kristen25@example.org,812-934-6547x01311,"023 Christina Plains Apt. 671
South Arthurhaven, NC 80438",62,None,False,False,Female,9.0,Visa,neutral
5f2e3ea7-0768-4e85-9fdc-99f260369277,Marcus Monroe,anna08@example.org,001-984-816-5867x2259,"42207 Steve Mountain
Lake Jamesville, WY 02698",375,None,False,False,Female,9.0,Visa,neutral
a475566c-bf34-4c76-9bb5-84c3df2bfdb0,Andrew Becker,laura91@example.com,827-218-8056x534,"PSC 7289, Box 8045
APO AA 11906",36,Medical Personnel,True,False,Female,9.0,MasterCard,stability
e625f84c-4ae7-4690-8e95-e94ca36ea371,Wendy Villarreal,nharrison@example.net,+1-995-344-4574x1625,"16757 Taylor Extension
Jamesberg, HI 67262",210,None,False,False,Female,9.0,Visa,neutral
3d0f4ab8-30ea-4c3f-a9b0-2438f3bc8360,Brett Miles,mooreamber@example.com,270-256-6413x663,"8717 Teresa Lakes Apt. 432
Port Sarahfort, NH 82411",44,None,False,False,Male,10.5,Visa,neutral
b10f0a17-3735-4939-bdce-89f72d8b5c04,Kristin Smith,diane65@example.com,432.934.3331x056,"5450 Dillon Roads
Ryanport, TN 90288",12,None,False,False,Male,10.5,Visa,neutral
6e138ca1-cd36-44b8-9fa7-d6433876b420,Matthew Jackson,marcus94@example.org,340-401-4046,"41725 Olivia Plaza
Brownside, MD 73072",318,None,True,False,Female,9.0,Visa,neutral
7abc7694-e9d0-4a99-9e00-c1a530004a8b,Roger Ramos,jennahale@example.com,001-228-238-8128,"410 Jerry Harbors Suite 723
West Gary, CA 92289",132,None,False,False,Female,9.0,Visa,neutral
b35f7d7a-0782-41ba-948a-a9a0e2337a7e,Mrs. Katherine Nelson,lisahicks@example.net,+1-974-814-4228x914,"0019 Robert Track Apt. 517
East Jamesbury, MH 88029",127,Medical Personnel,False,False,Female,9.0,MasterCard,stability
88093faf-be06-482b-9971-b308fc113cee,Bradley Edwards,ncalhoun@example.com,(870)710-8181,"31699 Johnson Islands Apt. 010
Deniseborough, ID 96371",387,None,False,True,Male,10.5,Visa,neutral
d66c7afe-90ea-44f1-b462-9612f2fb1b0c,Derek Callahan,watsonamy@example.com,354.892.6865,"9096 Coleman Drive
Wallacemouth, DC 35636",427,None,False,False,Male,10.5,Visa,neutral
befb7cc7-36b3-45d0-8b5b-5eca0ed3e275,Shelley Thomas,justin69@example.com,659-983-3014,"60829 Steven Garden
Murrayburgh, DE 12818",53,None,False,False,Female,9.0,Visa,neutral
8d3fd2b3-fcf9-4bcb-9568-e0a528fbc65e,James Nelson,opage@example.org,2545351293,"26789 Aaron Circles Suite 382
Cunninghamstad, DE 05213",445,None,False,False,Male,10.5,Visa,neutral
af644a7a-da32-41f1-a794-0d9612b3c138,Renee Walker,istevens@example.org,001-984-940-2328x04182,"PSC 2375, Box 4747
APO AE 70235",165,None,False,False,Male,10.5,Visa,neutral
ee9cef4b-fcc3-471e-b8a0-38549dbb548e,Andrew Henderson,padillaernest@example.com,(308)595-2106,"72896 Johnson Camp Apt. 160
Donnashire, NE 36622",454,None,False,False,Female,9.0,Visa,neutral
cc216123-9b51-4326-8409-9b798e3f6c29,Mr. Kevin King,elizabethhenderson@example.com,001-960-665-6333x86697,"579 Reyes Mission
Lake Robinchester, AZ 53581",357,Medical Personnel,False,False,Female,9.0,MasterCard,stability
08676782-e03d-41d1-8770-c95051b84e4b,Samantha Smith,jimenezamanda@example.com,711.505.7063x905,"107 Brown Lock Apt. 423
Snyderville, AL 00609",396,Doctor Referral,False,False,Male,10.5,Visa,stability
0aa1d37b-19f4-47fb-8ebe-a7eb4b6e1fba,Jeffrey Hamilton,espencer@example.com,322.202.1190x2256,"222 Davis Lights
Youngtown, SC 35989",251,None,False,False,Female,9.0,Visa,neutral
65545120-aebc-449b-a21e-599173059a47,Amanda Henderson,kimberlycarter@example.net,459-953-0357,"460 Noble Squares Apt. 878
Parkburgh, WV 33230",331,Medical Personnel,False,False,Male,10.5,MasterCard,stability
f472a72b-aa29-45e2-ae70-2ca6f198037d,Margaret Meyers,fosterchristopher@example.net,868.246.8731,"4626 Oconnell Trail
North Cherylstad, VA 56645",14,Medical Personnel,False,False,Female,9.0,MasterCard,stability
063a06e2-c24b-424e-8c55-adad42659386,Tonya Turner,bgordon@example.org,526-559-2417x3498,"360 Brown Lodge
Port Kathleenview, RI 43082",106,Medical Personnel,False,False,Male,10.5,MasterCard,stability
5bb890e9-6a5f-42d3-9179-27e91c7f19c6,Riley Lewis,stephanie75@example.com,(453)834-5100x803,"0008 Brown Throughway
South Ryan, AL 08661",207,Doctor Referral,False,False,Male,10.5,Visa,stability
29d50ac7-28d8-486d-8b4b-abef3848e756,Teresa Baird,timothy17@example.net,001-968-319-7056x366,"06177 Abbott Harbors
Selenaborough, IN 96712",112,None,False,False,Male,10.5,Visa,neutral
3d60e6a0-4569-45b4-8a27-ff233cdcc2d1,Norma Reyes,matthewgarcia@example.org,496-905-0755x7493,"065 Alvarez Mountain
East Patricia, MP 24875",372,Medical Personnel,False,False,Female,9.0,MasterCard,stability
49ea3def-f421-49df-b234-7368b308e293,Karen Ramos,leewalter@example.net,001-295-676-2301x701,"1222 Ferguson Points Apt. 383
East Kevin, WA 71645",213,None,False,False,Male,10.5,Visa,neutral
d9a80a88-8aa3-4707-b4ed-16a61bd8c51b,Victoria Stanley,johncoleman@example.com,+1-918-469-4383,"484 Smith Lane
Hamiltonstad, KY 01967",139,Doctor Referral,True,False,Male,10.5,Visa,stability
b521fc0d-d62b-44b2-94f3-7dc3490dde14,Michael Burgess,ufoster@example.net,866.551.2148,"PSC 0547, Box 6978
APO AE 45643",459,None,True,False,Female,9.0,Visa,neutral
c26fe721-bb75-40e6-a1d0-a18d310919da,Curtis Garcia,greenemeghan@example.org,+1-348-375-1603x59559,"5115 Cooper Parks Suite 854
West Kathyland, MH 16219",250,None,False,False,Female,9.0,Visa,neutral
cb3e60a2-1d64-4a66-91f0-a194af98db8f,Steven Young,danieldunlap@example.org,+1-359-338-2720x106,"USS Garcia
FPO AA 72093",283,None,True,False,Male,10.5,Visa,neutral
a361ce9a-a467-4f66-ab47-6c15a852cfc8,Erica Spencer,bmiller@example.com,(878)212-1779x17871,"Unit 1665 Box 5231
DPO AE 95546",250,None,True,False,Female,9.0,Visa,neutral
3e430b2b-e880-4ba6-b3f1-bafa88e9882c,Andrea Ford,craig38@example.org,(885)251-2199,"69570 Alyssa Meadows
New Chelseamouth, MA 40761",194,None,True,False,Male,10.5,Visa,neutral
9c77e411-c6a3-4caa-a04a-3c994278d047,Joel Newton,mdunn@example.net,665-203-4843x91556,"972 Adrian Spur Suite 006
South Jerry, MO 29674",323,None,False,False,Male,10.5,Visa,neutral
275ecabe-f668-4680-aea3-d95a92e55fe5,Benjamin Armstrong,douglas66@example.org,+1-717-732-5190,"072 Sanders Fords Apt. 649
New Paul, AK 26844",208,None,False,False,Female,9.0,Visa,neutral
fac500f1-97ca-4e46-8b65-e55dd3374f73,Omar Cameron,nmanning@example.net,256.362.1984,"77420 Breanna Crescent
Georgebury, HI 49012",16,None,False,False,Male,10.5,Visa,neutral
6420c29b-7c06-4c42-ba31-ef9c9a9a68b2,Thomas Mckinney,ubond@example.com,+1-299-863-4041x5237,"5786 Stokes Underpass
Christophertown, KS 61766",379,None,False,False,Male,10.5,Visa,neutral
a2c53774-771d-4e6b-9f62-ccdd2e7ef7f8,David Anderson,carl08@example.com,945-280-7327x815,"610 Pamela Extension
Montoyamouth, MA 28372",465,None,False,False,Female,9.0,Visa,neutral
987ae476-ac22-4c4c-a561-4ab765cc14a2,Joanna Phillips,pcruz@example.org,657.783.6187x0280,"6387 Elizabeth Mountains
Morrisfort, ME 95723",48,Student-Athlete,False,False,Female,9.0,Visa,neutral
d270cb36-aa16-4988-83c2-a19c13a598db,Jane Jarvis,etaylor@example.org,001-411-494-6895x46740,"2199 James Oval Suite 243
Franklinborough, IA 94788",342,None,False,False,Male,10.5,Visa,neutral
7f31b927-35ef-4341-8aca-78be538bdbf1,John Dawson,daniel40@example.com,+1-620-524-3547,"5339 Molina Valley Suite 451
East Alexis, VA 68137",49,None,False,False,Female,9.0,Visa,neutral
078b7585-cc53-4a85-ac1b-b96f7a9892b3,Joseph Gonzales,monicamoore@example.org,6446482930,"446 Blair Squares Suite 110
Jacksonshire, NH 85665",377,None,False,False,Female,9.0,Visa,neutral
df1a4b67-d01f-4d24-a1e9-cf9d64a7216f,Taylor Cole,michael66@example.com,582.727.7462,"40064 Lori Green Suite 372
Port Kathyview, OR 90707",96,Medical Personnel,False,False,Male,10.5,MasterCard,stability
2cbd6091-c324-4ac0-a705-a57446ca6ec2,Jessica Lee,wsmith@example.com,(721)646-6413,"563 Cross Junction
South Nathanburgh, UT 76586",183,Doctor Referral,False,False,Female,9.0,Visa,stability
7d417e27-9a00-45c5-b9be-625eb7a38453,Melinda Thomas,mossalison@example.net,571-278-0079,"65809 Deborah Unions Suite 944
East Andrew, PW 74440",426,Student-Athlete,False,True,Male,10.5,Visa,neutral
178e5e02-d7ca-4eae-a50c-7e3dd02f0f6e,Brent Young,sampsonmindy@example.net,485-586-1864,"2871 Robinson River Suite 550
Maryside, VT 97304",472,Student-Athlete,False,False,Female,9.0,Visa,neutral
5b72aaaf-c62f-440f-a225-d00ddf064b89,Matthew Scott,anthony27@example.org,901.996.8862,"50254 Little Via
Lake Virginia, IL 36011",1,None,False,False,Male,10.5,Visa,neutral
235f5c47-cfeb-4122-bc89-918551b0e48a,Dominique Morrison,mayjasmine@example.net,540.219.7367,"46852 Perez Via
Davidfurt, CA 99631",93,None,False,False,Female,9.0,Visa,neutral
8522b38f-96e6-4825-b101-761df226f40b,Bruce Deleon,garciadavid@example.net,303-869-2183x5431,"7235 Shaw Trace
Elizabethside, RI 79189",307,Doctor Referral,True,False,Male,10.5,Visa,stability
d96ebf57-5cbb-466b-a4d9-c0180cf580bd,Sarah Fuentes,paul27@example.com,+1-302-530-3080,"94704 Linda Crossroad Apt. 498
Richardsonhaven, IL 10836",183,Medical Personnel,True,False,Female,9.0,MasterCard,stability
20e15cd2-ca9f-4360-9f24-28c3337d0fc2,Lisa Mclean,ana86@example.com,001-460-577-3572x219,"831 Christian Via
Dianebury, CO 40950",65,Student-Athlete,False,False,Female,9.0,Visa,neutral
6653dc02-e8d8-49b7-add0-77d39d9b39fd,Emma Gutierrez,smithlisa@example.org,001-698-958-1809x8264,"PSC 3024, Box 2076
APO AE 38335",206,Doctor Referral,False,False,Male,10.5,Visa,stability
de898f88-93ec-4ae4-873a-f3e3bb361b20,Linda Barajas,matthewsmichael@example.com,+1-386-206-2163,"14682 Katie Forges Apt. 841
Lake Hunterfort, MS 90685",148,None,False,False,Male,10.5,Visa,neutral
4cc6c37b-f541-4eb2-a855-89b355a4f752,Erika Hall,curtis53@example.com,218-266-4029x053,"0621 Hernandez Rapids
Elizabethbury, PR 36611",244,None,False,True,Male,10.5,Visa,neutral
d5e22d34-cfd3-4881-a374-8402409738c1,Dustin Patterson,toliver@example.com,001-612-584-0385x789,"603 Hill Mews
Millerborough, MS 89272",269,None,False,False,Male,10.5,Visa,neutral
